Ano;Mês;Natureza Jurídica - Código;Natureza Jurídica - Nome;II;IE;IPI;IRPF;IRPJ;IRRF;IOF;ITR;Cofins;Pis/Pasep;CSLL;Cide;Contribuição Previdenciária;CPSSS;Pagamento Unificado;Outras Receitas Administradas;Receitas Não Administradas;;;;;
2016;Fev;226;SOCIEDADE SIMPLES EM COMANDITA SIMPLES;;;;;1.905,29;1.237,20;;;2.465,16;534,1;1.563,73;;;;10.070,21;;;;;;;
2016;Fev;228;CONSÓRCIO DE EMPREGADORES;;;;;;153.486,86;31,7;;;565,34;;;71.608,98;;1.186,57;708,84;1.433,04;;;;;
2016;Fev;229;CONSÓRCIO SIMPLES;;;;;;128,47;;;;;;;;;;;;;;;;
2016;Fev;230;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);35.280.471,26;58.610,10;29.359.649,35;1.259,59;58.164.071,85;35.619.895,63;482.768,97;28.866,82;122.180.334,74;26.948.601,00;30.789.109,80;231.099,19;23.892.151,10;;472.313.630,71;9.281.307,57;2.302.074,24;;;;;
2016;Fev;231;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA(DE NATUREZA SIMPLES);1.368,12;;5.165,42;;1.741.373,85;1.147.393,33;;1.341,87;1.536.866,51;330.914,00;786.752,51;;537.819,78;;10.841.029,16;62.106,09;48.283,69;;;;;
2016;Fev;303;SERVIÇO NOTARIAL E REGISTRAL (CARTÓRIO);219,58;;;;;168.973,51;1.791,04;;1.134,39;43.213,64;;;221.754,73;1.888,18;23.846,47;6.033,56;8.889,33;;;;;
2016;Fev;306;FUNDAÇÃO PRIVADA;117.591,05;;16.095,62;;496.905,61;230.626.057,06;7.128.539,08;1.266,04;10.104.450,78;7.768.690,63;251.469,83;132.606,52;3.576.795,32;;24.906.382,32;1.571.425,32;269.132,42;;;;;
2016;Fev;307;SERVIÇO SOCIAL AUTÔNOMO;23.714,19;;;;;41.952.874,82;;;323.952,70;6.278.404,10;24.025,72;652.053,35;6.896,49;;8.191.622,43;988.455,38;353.980,45;;;;;
2016;Fev;308;CONDOMÍNIO DE EDIFÍCIO;5.546,41;;;591,3;473.528,89;17.448.758,44;;41,37;418.679,10;10.271.614,56;193.237,12;13.643,06;1.940.075,54;;42.708.423,59;124.186,98;486.602,29;;;;;
2016;Fev;310;COMISSÃO DE CONCILIAÇÃO PRÉVIA;;;;;;8.827,64;;;;328,56;;;;;15.112,91;;;;;;;
2016;Fev;311;ENTIDADE DE MEDIAÇÃO E ARBITRAGEM;;;;;;10.999,02;;;55,95;629,48;;;;;;27,47;;;;;;
2016;Fev;313;ENTIDADE SINDICAL;5.363,61;;;;19.145,77;23.545.563,04;153.475,77;555,8;2.341.036,84;2.099.317,86;19.632,09;6.930,03;2.390.263,71;29.596,21;3.964.331,31;557.726,91;310.836,98;;;;;
2016;Fev;320;ESTABELECIMENTO, NO BRASIL, DE FUNDAÇÃO OU ASSOCIAÇÃO ESTRANGEIRAS;508,2;;;;;122.320,80;;;6.736,46;8.987,39;;;;;23.062,08;;;;;;;
2016;Fev;321;FUNDAÇÃO OU ASSOCIAÇÃO DOMICILIADA NO EXTERIOR;;;;;1.237.990,20;13.659,32;;;;140,03;;;;;624,38;;;;;;;
2016;Fev;322;ORGANIZAÇÃO RELIGIOSA;15.406,14;;;;;18.544.882,25;;2.782,51;146.403,25;733.184,53;2.280,21;1.712,51;229.403,53;;809.587,54;91.144,31;61.064,61;;;;;
2016;Fev;323;COMUNIDADE INDÍGENA;;;;;;135,22;;;;423,14;;;;;419,17;;;;;;;
2016;Fev;324;FUNDO PRIVADO;;;;;;;;;;;;;;;4.888,00;;;;;;;
2016;Fev;325;ÓRGÃO DE DIREÇÃO NACIONAL DE PARTIDO POLÍTICO;;;;;;516.790,58;;;;22.398,81;;;5.162,30;;118.988,84;545,21;;;;;;
2016;Fev;326;ÓRGÃO DE DIREÇÃO REGIONAL DE PARTIDO POLÍTICO;;;;;;223.231,51;;;;22.998,47;117,51;;9.672,38;;44.853,30;16.741,87;188.261,67;;;;;
2016;Fev;327;ÓRGÃO DE DIREÇÃO LOCAL DE PARTIDO POLÍTICO;;;;;;93.344,37;;;42,15;7.475,54;;;20.215,76;;13.361,23;111.192,75;79.427,17;;;;;
2016;Fev;330;ORGANIZAÇÃO SOCIAL (OS);;;;;;12.466.870,67;;;249.363,55;1.005.766,90;80.159,60;;491.327,61;;711.225,75;214,5;21;;;;;
2016;Fev;399;ASSOCIAÇÃO PRIVADA;1.102.272,59;;437.873,08;1.155,60;7.437.354,45;668.256.152,69;6.990.414,59;34.130,29;32.007.511,93;40.250.285,98;5.863.920,88;2.206.598,54;28.901.771,58;8.843,82;106.803.449,94;9.252.819,72;3.879.277,04;;;;;
2016;Fev;401;EMPRESA INDIVIDUAL IMOBILIÁRIA;;;428,84;;416.633,68;10.189,76;;;1.476.947,85;323.731,37;321.783,70;;37.080,00;;208.367,51;50.282,27;23.217,61;;;;;
2016;Fev;409;CANDIDATO A CARGO POLÍTICO ELETIVO;;;;;4.042,59;13,21;;;116,22;;;;;;;10;3.723,72;;;;;
2016;Fev;412;PRODUTOR RURAL (PESSOA FÍSICA);291,61;;99,74;;;365.118,15;;154,34;1.815,06;363,86;;;26.462,05;;8.441,13;155.885,86;40.911,21;;;;;
2016;Fev;501;ORGANIZAÇÃO INTERNACIONAL;4.682,80;;2.712,58;;;7.041,35;;;2.934,02;5.468,30;;561,27;;;9.389,79;468,83;;;;;;
2016;Fev;502;REPRESENTAÇÃO DIPLOMÁTICA ESTRANGEIRA;12.814,80;;;;;6.490,74;;;;3.483,52;;;;;7.841,39;;;;;;;
2016;Fev;503;OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;;;;;;;;;;;;;;;16,55;;;;;;;
2016;Fev;IN;INVÁLIDO;60,82;;;7.798,85;19.767,53;114.813,38;;1.220,33;46.042,93;21.183,44;5.485,31;2.092,09;8.555,20;;629.053,65;13.410,38;36.746,95;;;;;
2016;Fev;PF;PESSOA FÍSICA;12.011.007,11;4.596,91;2.834.533,38;877.342.640,12;266.801,58;67.060.541,66;216.802,64;13.895.306,99;1.032.620,31;255.834,43;132.920,67;13.300,05;275.112.382,69;4.048.030,36;64.495.866,16;28.768.137,84;39.555.931,75;;;;;
2016;Mar;101;ÓRGÃO PÚBLICO DO PODER EXECUTIVO FEDERAL;32.951,58;;;;59.024,98;913.302.978,41;15,34;;274.853,85;197.251.172,22;47.408,76;69.260,34;4.927,21;666.051.115,42;141.658.884,16;206.052,90;1.783.209.231,17;;;;;
2016;Mar;102;ÓRGÃO PÚBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;5.609,27;;3.848,04;;;47.577,60;;12,63;456.291,44;51.455.030,77;17,36;;8.230.073,58;;998.115,96;15.291,46;341.362,49;;;;;
2016;Mar;103;ÓRGÃO PÚBLICO DO PODER EXECUTIVO MUNICIPAL;;;;;1.071,09;72.609,96;;;11.553,52;4.033.637,91;257,02;;55.762,67;;431.736,62;9.763,90;1.274.659,16;;;;;
2016;Mar;104;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO FEDERAL;271,55;;;;;107.399.522,42;;;19.274,32;4.176,10;6.424,76;;;91.458.283,16;6.304.956,05;;;;;;;
2016;Mar;105;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;33.146,89;;;;608.127,98;;;2.441.896,04;6.020,36;138.293,08;;17.399,74;;;;;
2016;Mar;106;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO MUNICIPAL;;;;;;73.526,71;;;723,84;53.648,78;571,18;;100.050,27;894,16;12.458,34;8.163,86;99.202,51;;;;;
2016;Mar;107;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO FEDERAL;;;;;6.029,50;382.133.105,95;;;156.040,56;33.968,79;15.749,07;;1.850,82;535.762.595,33;38.178.454,59;14.632,73;95.265,86;;;;;
2016;Mar;108;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO ESTADUAL;908,85;;;;;3.360.006,82;;;;1.651.128,90;;;224.796,47;27.116,80;413.273,02;101.332,82;146.519,41;;;;;
2016;Mar;110;AUTARQUIA FEDERAL;31.969,47;;40,01;;343.146,55;508.868.318,96;8.443,26;;259.028,95;4.714.070,52;50.491,68;315.453,08;54.878,63;780.220.707,36;151.256.079,45;138.228,88;196.222,73;;;;;
2016;Mar;111;AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL;22.840,82;;;;28.153,75;6.403.692,89;;;26.992,85;51.040.403,69;10.060,56;;1.565.699,24;;4.801.086,16;239.771,80;103.401,32;;;;;
2016;Mar;112;AUTARQUIA MUNICIPAL;64,81;;;;56,62;124.516,13;;;10.863,20;15.468.223,96;3.697,35;;504.629,37;;565.220,74;99.211,94;20.637,70;;;;;
2016;Mar;113;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO FEDERAL;13.696,34;;;;8.822,01;116.368.045,17;;;37.795,69;8.589.958,33;12.169,37;;33.571,26;207.443.847,53;23.065.672,71;245.781,76;971,48;;;;;
2016;Mar;114;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO ESTADUAL OU DO DISTRITO FEDERAL;374,2;;;;;144.017,78;;;3.732,36;4.678.106,41;;;6.187.932,53;;351.119,14;161.961,24;207.170,29;;;;;
2016;Mar;115;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO MUNICIPAL;1.352,14;;;;;316.176,10;;;5.549,28;1.674.691,30;;;207.818,37;1.566,51;88.832,95;56.910,23;55.654,74;;;;;
2016;Mar;116;ÓRGÃO PÚBLICO AUTÔNOMO FEDERAL;;;;;;932.777,73;;;390.922,27;80,69;124,12;;;6.897.101,19;356.065,46;10.124,06;;;;;;
2016;Mar;117;ÓRGÃO PÚBLICO AUTÔNOMO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;4.195,93;;;;61.920,54;;;9.862,65;;266.502,89;;;;;;;
2016;Mar;118;ÓRGÃO PÚBLICO AUTÔNOMO MUNICIPAL;;;;;6.988,39;4.011,39;;;49,22;11.777,86;3.965,39;;928,74;;;1.791,47;51,71;;;;;
2016;Mar;120;FUNDO PÚBLICO;994,07;;;;2.671,72;243.240.398,91;1.212,10;;31.383,01;3.558.286,52;34.957,86;;154.893,19;;5.698.490,16;10.927,95;79.393,84;;;;;
2016;Mar;121;CONSÓRCIO PÚBLICO DE DIREITO PÚBLICO (ASSOCIAÇÃO PÚBLICA);;;;;;851.709,31;;;41.308,70;398.085,72;9.257,19;;453.685,04;;339.123,73;435,31;5.395,07;;;;;
2016;Mar;122;CONSÓRCIO PÚBLICO DE DIREITO PRIVADO;;;;;;220.107,72;;;;36.409,74;;;20.416,13;;17.190,10;784,75;;;;;;
2016;Mar;123;ESTADO OU DISTRITO FEDERAL;;;;;;;;12,63;1.273,64;282.357.253,76;424,54;;6.701.791,68;;10.549.801,10;195.103,92;35.369,68;;;;;
2016;Mar;124;MUNICÍPIO;137,86;;;;4.970,60;617.800,13;;1.917,61;26.846,04;332.173.072,56;4.112,93;;9.959.663,42;1.351,59;7.119.437,11;7.802.325,83;2.639.360,95;;;;;
2016;Mar;125;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO FEDERAL;;;;;;58.827,69;4.096.591,26;;945,91;3.273,83;315,3;;;;195.938,10;;54.360,83;;;;;
2016;Mar;126;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;68.508,57;;;;254.954,39;;;13.352,04;1.729,81;132.517,65;;11.886,15;;;;;
2016;Mar;127;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO MUNICIPAL;222,22;;;;;1.265.905,27;;;;240.236,75;;;29.881,37;;1.566.478,59;525,83;14.420,54;;;;;
2016;Mar;201;EMPRESA PÚBLICA;21.590.685,36;402,53;4.157.088,37;;117.078.552,77;602.035.085,79;208.148.052,50;;288.824.106,46;50.321.901,79;72.978.305,19;311.300,73;9.898.450,10;6.797.473,82;150.851.995,97;426.425.269,98;3.421.691,36;;;;;
2016;Mar;203;SOCIEDADE DE ECONOMIA MISTA;18.371.305,70;;35.723.915,83;;528.684.832,06;929.856.451,33;352.439.428,89;533.516,93;2.179.473.140,50;463.819.365,43;427.149.564,66;422.064.136,81;28.062.126,27;2.289.767,93;879.457.255,58;16.574.800,72;632.496.503,72;;;;;
2016;Mar;204;SOCIEDADE ANÔNIMA ABERTA;98.443.532,64;;534.289.617,99;;423.676.039,05;1.702.307.333,07;748.992.552,80;59.895,97;1.420.853.967,44;307.079.800,29;220.111.897,68;36.014.561,97;94.449.020,51;;316.337.381,69;10.483.664,90;172.532.262,67;;;;;
2016;Mar;205;SOCIEDADE ANÔNIMA FECHADA;446.258.329,68;2.263.276,31;566.426.065,28;;3.591.738.455,05;4.123.446.647,32;1.173.490.950,64;1.054.784,90;3.051.265.119,68;600.721.586,87;2.425.819.571,49;63.866.116,69;353.761.357,67;;597.978.008,40;56.312.693,79;101.528.995,24;;;;;
2016;Mar;206;SOCIEDADE EMPRESÁRIA LIMITADA;2.190.720.519,94;1.483.166,89;2.310.376.555,80;6.953,47;3.473.479.661,70;3.043.098.846,06;53.622.159,86;2.783.099,44;6.423.337.843,59;1.372.841.915,05;1.580.188.855,59;162.255.220,19;876.094.673,14;2.308,94;4.466.258.399,94;213.569.342,90;210.651.949,16;;;;;
2016;Mar;207;SOCIEDADE EMPRESÁRIA EM NOME COLETIVO;759,69;;201.190,97;;168.992,27;139.345,87;7.420,41;;331.074,13;107.053,43;122.884,54;;106.043,24;;841.483,29;178.269,45;53.203,27;;;;;
2016;Mar;208;SOCIEDADE EMPRESÁRIA EM COMANDITA SIMPLES;90.430,29;;37.994,95;;41.005,52;57.178,84;;;168.166,24;35.567,38;24.937,60;;603,97;;75.347,71;1.826,00;53;;;;;
2016;Mar;209;SOCIEDADE EMPRESÁRIA EM COMANDITA POR AÇÕES;202.470,59;;;;9.469,17;28.183,28;;;250.733,51;53.598,48;463.849,76;;123.338,20;;3.342,11;1.375,67;21;;;;;
2016;Mar;210;SOCIEDADE MERCANTIL DE CAPITAL E INDÚSTRIA;;;945,1;;1.135,08;1.746,04;;;2.492,51;558,9;1.097,04;;1.469,19;;20.657,84;100;55;;;;;
2016;Mar;212;SOCIEDADE EM CONTA DE PARTICIPAÇÃO;2.453,10;;158.932,34;;80.934,46;7.468,08;5.115,22;;567.019,39;125.774,54;117.229,36;;;;61.428,19;100;263,27;;;;;
2016;Mar;213;EMPRESÁRIO (INDIVIDUAL);3.713.954,14;3.907,38;3.162.672,57;1.033,90;30.104.521,98;25.408.146,45;31.757,78;4.834,01;53.901.184,76;12.229.038,51;21.000.142,10;2.624,82;12.987.726,36;519,77;1.208.278.367,75;12.631.815,25;4.106.950,53;;;;;
2016;Mar;214;COOPERATIVA;3.494.537,59;34.618,66;4.279.750,51;;48.816.121,33;384.193.357,63;47.483.893,99;13.791,28;72.408.049,24;22.525.849,95;22.493.926,64;422.260,92;16.287.190,54;;68.088.636,91;8.658.530,21;6.009.052,28;;;;;
2016;Mar;215;CONSÓRCIO DE SOCIEDADES;359.902,95;;167.252,31;;124.736,21;20.333.472,25;102,61;;2.179.796,14;485.361,56;72.070,11;155.383,09;7.172.613,12;;7.693.384,02;355.633,70;903.438,54;;;;;
2016;Mar;216;GRUPO DE SOCIEDADES;;;;;;;;;;;;;;;;;337.817,95;;;;;
2016;Mar;217;ESTABELECIMENTO, NO BRASIL, DE SOCIEDADE ESTRANGEIRA;574.452,94;;528.414,34;;44.541.493,24;12.217.782,78;244.243,10;10.630,39;4.942.176,45;947.721,01;37.248.339,70;12.848,61;112.407,74;;2.377.763,95;554.388,90;67.529,55;;;;;
2016;Mar;221;EMPRESA DOMICILIADA NO EXTERIOR;13.294,04;;;;273,62;2.571.662,29;;;366,36;73,25;151,38;;;;8.183,24;384.000,08;39.882,65;;;;;
2016;Mar;222;CLUBE/FUNDO DE INVESTIMENTO;;;;;;103.909,47;;;;;;786.991,31;;;20.103,31;;73,45;;;;;
2016;Mar;223;SOCIEDADE SIMPLES PURA;31.948,82;;;574,32;101.734.130,39;25.605.225,94;157.621,13;;26.395.830,80;5.736.722,17;38.430.674,41;1.325.929,67;890.512,94;;74.777.304,26;537.446,47;330.008,25;;;;;
2016;Mar;224;SOCIEDADE SIMPLES LIMITADA;127.826,86;40,19;23.979,80;351,12;116.510.670,48;67.030.983,87;148.363,01;37.544,12;73.030.304,24;15.847.716,58;53.584.984,55;1.976.275,33;14.844.849,87;54,56;238.053.338,20;3.477.795,32;2.398.025,11;;;;;
2016;Mar;225;SOCIEDADE SIMPLES EM NOME COLETIVO;;;;;65.272,31;40.959,09;;26,46;60.423,45;14.712,59;41.409,76;;3.135,32;;162.217,55;639,82;1.410,16;;;;;
2016;Mar;226;SOCIEDADE SIMPLES EM COMANDITA SIMPLES;;;;;1.397,59;1.015,04;;;1.931,36;418,44;1.257,83;;;;13.808,50;;21;;;;;
2016;Mar;228;CONSÓRCIO DE EMPREGADORES;;;;;;157.388,46;;;;503,1;;;59.661,49;;1.552,52;457,31;2.273,27;;;;;
2016;Mar;229;CONSÓRCIO SIMPLES;;;;;;128,47;;;;;;;;;;250;;;;;;
2016;Mar;230;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);33.607.877,81;75.032,98;26.489.101,09;;61.167.123,84;38.216.206,61;1.074.284,73;19.667,76;124.695.291,61;27.677.603,04;32.066.074,92;42.084,78;26.547.958,37;;501.515.043,51;10.320.350,79;3.072.542,62;;;;;
2016;Mar;231;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA(DE NATUREZA SIMPLES);745,27;;;;2.023.234,57;1.222.420,42;;452,84;1.497.372,81;336.792,49;889.799,84;530,13;623.623,16;;11.431.566,07;81.409,03;40.777,42;;;;;
2016;Mar;303;SERVIÇO NOTARIAL E REGISTRAL (CARTÓRIO);;;588,4;;;185.733,21;640;;1.418,86;43.394,84;;;189.459,97;3.776,36;22.193,19;3.758,84;7.142,62;;;;;
2016;Mar;306;FUNDAÇÃO PRIVADA;187.481,80;;54.955,29;;771.436,61;217.592.985,94;7.149.936,43;120,57;12.561.561,95;7.453.269,29;351.246,61;106.210,95;3.291.737,03;;25.248.286,05;636.045,71;881.658,70;;;;;
2016;Mar;307;SERVIÇO SOCIAL AUTÔNOMO;7.736,93;;;;;50.335.700,93;;;339.157,74;6.009.457,37;15.922,37;393.855,04;6.957,31;;7.789.742,61;631.932,84;37.212,66;;;;;
2016;Mar;308;CONDOMÍNIO DE EDIFÍCIO;2.748,31;;;;4.379,80;17.186.978,02;651,01;;332.628,21;10.089.041,39;17.839,38;14.281,12;2.102.486,02;;44.371.525,09;225.079,16;548.204,51;;;;;
2016;Mar;310;COMISSÃO DE CONCILIAÇÃO PRÉVIA;;;;;;7.658,84;;;;298,5;;;;;11.146,13;;;;;;;
2016;Mar;311;ENTIDADE DE MEDIAÇÃO E ARBITRAGEM;;;;;;3.256,09;;;196,67;372,98;;;;;;;;;;;;
2016;Mar;313;ENTIDADE SINDICAL;20.906,48;;16.422,32;;1.991,71;23.428.407,41;;923,35;2.367.391,84;1.991.148,51;6.484,47;1.742,94;2.331.420,81;2.476,86;4.115.543,59;46.567.038,36;278.544,71;;;;;
2016;Mar;320;ESTABELECIMENTO, NO BRASIL, DE FUNDAÇÃO OU ASSOCIAÇÃO ESTRANGEIRAS;96,86;;;;;217.890,37;;;816,06;11.182,90;;;;;18.604,62;250;;;;;;
2016;Mar;321;FUNDAÇÃO OU ASSOCIAÇÃO DOMICILIADA NO EXTERIOR;;;;;1.852.426,28;14.495,04;;;;123,02;;;;;1.571,38;;21;;;;;
2016;Mar;322;ORGANIZAÇÃO RELIGIOSA;28.855,36;;27.675,00;112,64;;17.772.471,16;123,71;3.613,40;366.188,97;772.442,72;1.403,91;;210.842,49;;967.761,40;148.125,62;79.918,19;;;;;
2016;Mar;323;COMUNIDADE INDÍGENA;;;;;;;;;;265,72;;;;;;;;;;;;
2016;Mar;324;FUNDO PRIVADO;;;;;;;;;;;;;;;916,5;;;;;;;
2016;Mar;325;ÓRGÃO DE DIREÇÃO NACIONAL DE PARTIDO POLÍTICO;;;;;;504.422,09;;;;21.572,78;;;4.357,87;;152.904,23;550,56;;;;;;
2016;Mar;326;ÓRGÃO DE DIREÇÃO REGIONAL DE PARTIDO POLÍTICO;;;;;;212.664,37;;;177,16;25.521,30;47,12;;26.081,14;75;42.371,02;20.511,76;112.010,76;;;;;
2016;Mar;327;ÓRGÃO DE DIREÇÃO LOCAL DE PARTIDO POLÍTICO;;;;;;62.939,77;;;42,15;6.704,25;;;21.004,53;;20.745,79;121.977,24;137.522,41;;;;;
2016;Mar;330;ORGANIZAÇÃO SOCIAL (OS);;;;;;2.826.982,58;;;117.640,48;404.215,98;22.590,86;;262.361,55;;483.567,12;1.600,00;;;;;;
2016;Mar;399;ASSOCIAÇÃO PRIVADA;1.093.461,77;;1.686.364,09;;2.950.467,39;674.253.404,67;6.875.681,45;52.529,15;36.550.818,27;39.303.460,41;1.679.217,72;987.668,68;19.698.205,96;7.303,94;120.461.407,56;8.156.605,53;7.224.509,21;;;;;
2016;Mar;401;EMPRESA INDIVIDUAL IMOBILIÁRIA;1.330,53;;625;;313.527,19;16.228,38;;;1.718.353,96;356.387,72;228.073,34;;39.043,86;;295.317,28;93.616,12;24.776,18;;;;;
2016;Mar;409;CANDIDATO A CARGO POLÍTICO ELETIVO;;;;;;;;;;29,22;7.518,31;;;;;;3.148,02;;;;;
2016;Mar;412;PRODUTOR RURAL (PESSOA FÍSICA);;;;;;360.228,66;;;2.313,54;545,67;;;27.474,98;;8.173,96;151.218,07;63.126,29;;;;;
2016;Mar;501;ORGANIZAÇÃO INTERNACIONAL;417,15;;;;;6.603,81;;;;5.323,58;;;;;16.801,42;;;;;;;
2016;Mar;502;REPRESENTAÇÃO DIPLOMÁTICA ESTRANGEIRA;33.541,16;;;;;4.490,09;;;;3.646,68;;;;;3.399,40;8.941,96;;;;;;
2016;Mar;503;OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;;;;;;;;;;;;;;;16,55;;;;;;;
2016;Mar;IN;INVÁLIDO;;;23.517,83;2.992,07;18.828,56;47.164,91;648,23;1.220,43;137.779,86;104.023,98;8.652,41;;1.520,18;;2.887.777,25;5.155,32;47.082,63;;;;;
2016;Mar;NI;NÃO INFORMADO;;;;;;1.305,19;;;80.139,68;24.452,02;;;;;4.046,08;;4,47;;;;;
2016;Mar;PF;PESSOA FÍSICA;13.328.197,76;13.739,94;3.595.475,37;1.032.239.074,21;248.818,46;61.842.216,75;65.898,55;11.624.152,48;956.985,29;300.945,87;176.364,23;10.240,48;280.143.613,52;3.362.924,21;65.486.230,43;40.473.983,57;53.432.337,29;;;;;
2016;Abr;101;ÓRGÃO PÚBLICO DO PODER EXECUTIVO FEDERAL;12.568,19;;;;4.132.507,19;926.576.185,97;3.772,59;12.284,52;306.148,08;119.433.235,97;46.609,43;87.399,49;31.676,07;677.106.882,79;150.584.766,99;4.561.906,71;3.321.012.197,87;;;;;
2016;Abr;102;ÓRGÃO PÚBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;4.205,71;;3.887,25;;99.745,00;360.814,25;;;115.824,58;57.680.299,57;56.805,37;53.544,60;8.260.673,11;;808.999,00;13.971,41;336.854,61;;;;;
2016;Abr;103;ÓRGÃO PÚBLICO DO PODER EXECUTIVO MUNICIPAL;155,06;;;;1.213,55;34.135,10;;;11.754,95;4.359.433,99;372,91;;55.024,47;;173.120,73;9.844,78;61.163,92;;;;;
2016;Abr;104;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO FEDERAL;;;;;;108.942.677,61;;;20.186,95;4.373,82;6.728,96;;;92.421.828,08;6.344.324,96;;;;;;;
2016;Abr;105;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;27.292,50;;;;597.890,97;;;2.458.888,09;10.318,30;119.256,04;;17.583,58;;;;;
2016;Abr;106;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO MUNICIPAL;158,81;;;;;69.529,74;;;1.532,80;65.520,78;783,18;;103.562,94;894,16;50.937,74;368.534,21;84.109,70;;;;;
2016;Abr;107;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO FEDERAL;17,18;;;;17.950,45;387.030.139,04;;;132.310,93;28.692,51;17.651,73;;2.203,44;506.825.676,81;37.199.580,67;16.387,88;119.406,45;;;;;
2016;Abr;108;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO ESTADUAL;;;;;;1.374.584,71;;;;1.332.637,25;;;271.846,82;40.421,68;956.743,00;142.536,89;1.077,80;;;;;
2016;Abr;110;AUTARQUIA FEDERAL;22.703,37;;36,82;;221.961,43;502.774.886,34;28.404,20;;290.072,98;6.135.615,04;28.253,23;366.897,02;96.528,42;767.319.741,51;111.063.337,21;822.542,69;1.212.519,35;;;;;
2016;Abr;111;AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL;19.930,99;;;;28.419,80;13.976.562,98;;;489,24;50.287.915,00;1.193,75;11.374,33;1.503.786,09;;5.075.267,75;55.440,62;16.178,05;;;;;
2016;Abr;112;AUTARQUIA MUNICIPAL;14,51;;;;514,29;124.674,64;;;15.416,07;16.269.644,41;5.655,86;;557.348,01;;410.923,08;62.719,33;15.085,19;;;;;
2016;Abr;113;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO FEDERAL;7.458,62;;;;20.674,98;117.044.571,76;;;55.746,92;5.248.537,90;18.760,38;;33.834,87;169.998.188,54;27.370.677,67;239.960,16;89.840,39;;;;;
2016;Abr;114;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO ESTADUAL OU DO DISTRITO FEDERAL;3.698,82;;;;;158.957,87;;;9.237,88;3.284.753,28;;;7.075.131,73;;322.934,62;151.738,61;1.154,43;;;;;
2016;Abr;115;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO MUNICIPAL;811,88;;;;;269.112,25;;;7.293,27;1.463.459,69;56;;176.888,69;729,47;91.498,14;30.619,91;85.360,39;;;;;
2016;Abr;116;ÓRGÃO PÚBLICO AUTÔNOMO FEDERAL;;;;;;923.910,05;;;399,38;86,53;133,12;;;8.114.345,81;324.302,12;;;;;;;
2016;Abr;117;ÓRGÃO PÚBLICO AUTÔNOMO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;4.209,84;;;;51.627,63;;;9.932,74;;152.143,77;;;;;;;
2016;Abr;118;ÓRGÃO PÚBLICO AUTÔNOMO MUNICIPAL;;;;;4.937,53;3.594,87;;;72,02;9.087,77;2.497,51;;937,45;;;5.928,22;26.871,55;;;;;
2016;Abr;120;FUNDO PÚBLICO;877,94;;;;2.360,30;259.062.464,53;778,99;;37.850,14;3.541.590,03;9.824,80;;195.008,98;;7.206.230,30;192.483,56;45.759,17;;;;;
2016;Abr;121;CONSÓRCIO PÚBLICO DE DIREITO PÚBLICO (ASSOCIAÇÃO PÚBLICA);;;;;;864.105,45;;;46.364,47;498.858,30;11.308,41;;333.554,98;;355.668,01;33.213,56;183.584,08;;;;;
2016;Abr;122;CONSÓRCIO PÚBLICO DE DIREITO PRIVADO;;;;;;205.624,87;;;;20.488,22;;;26.021,56;;27.550,08;1.051,57;;;;;;
2016;Abr;123;ESTADO OU DISTRITO FEDERAL;;;;;;;;;;263.122.696,32;;;2.059.983,04;;3.252.388,24;158.770,00;29.049,95;;;;;
